,AUTORID,IDPARIDADE,TIPOPRODUCAO,NOMECOMPLETODOSAUTORES,NOMEPARACITACAO,ORDEMIDCNPQ,ORDEMDEAUTORIA,NOMEGRANDEAREADOCONHECIMENTO1,NOMEDAAREADOCONHECIMENTO1,NOMEDASUBAREADOCONHECIMENTO1,NOMEDAESPECIALIDADE1,NOMEGRANDEAREADOCONHECIMENTO2,NOMEDAAREADOCONHECIMENTO2,NOMEDASUBAREADOCONHECIMENTO2,NOMEDAESPECIALIDADE2,NOMEGRANDEAREADOCONHECIMENTO3,NOMEDAAREADOCONHECIMENTO3,NOMEDASUBAREADOCONHECIMENTO3,NOMEDAESPECIALIDADE3,TIPO,TITULODOCAPITULODOLIVRO,ANO,PAISDEPUBLICACAO,IDIOMA,MEIODEDIVULGACAO,HOMEPAGEDOTRABALHO,FLAGRELEVANCIA,DOI,TITULODOCAPITULODOLIVROINGLES,FLAGDIVULGACAOCIENTIFICA,TITULODOLIVRO,NUMERODEVOLUMES,PAGINAINICIAL,PAGINAFINAL,ISBN,ORGANIZADORES,NUMERODAEDICAOREVISAO,NUMERODASERIE,CIDADEDAEDITORA,NOMEDAEDITORA,PALAVRACHAVE1,PALAVRACHAVE2,PALAVRACHAVE3,PALAVRACHAVE4,PALAVRACHAVE5,PALAVRACHAVE6,SETORDEATIVIDADE1,SETORDEATIVIDADE2,SETORDEATIVIDADE3,ID
818,2383216646979318,934,CAPITULO-DE-LIVRO-PUBLICADO,"Jose Eugenio Cortes Figueira| de Knegt Miranda, Carlos Abraham| Ribeiro, Katia Torres| Marilene Cardoso Ribeiro| Jacobi, Claudia Maria| França, Helena| de Oliveira Neves, Ana Carolina| Conceição, Abel Augusto| Fabiana Alves Mourão| Souza, Jumara Marques|","Figueira, José Eugênio Côrtes| de Knegt Miranda, Carlos Abraham| Ribeiro, Katia Torres| RIBEIRO, Marilene Cardoso| Jacobi, Claudia Maria| França, Helena| de Oliveira Neves, Ana Carolina| Conceição, Abel Augusto| MOURÃO, Fabiana Alves| Souza, Jumara Marques|",| | | | | | | | 6791076263062618| |,1| 10| 2| 3| 4| 5| 6| 7| 8| 9|,CIENCIAS_BIOLOGICAS,,,,,,,,,,,,Capítulo de livro publicado,Fire in Rupestrian Grasslands: Plant Response and Management,2016,Brasil,Português,NAO_INFORMADO,http://link.springer.com/10.1007/978-3-319-29808-5_18,NAO,10.1007/978-3-319-29808-5_18,,NAO,Ecology and Conservation of Mountaintop grasslands in Brazil,,415,448.0,9783319298078,,1,,,Springer International Publishing,,,,,,,,,,819
819,2384137677957740,1531,CAPITULO-DE-LIVRO-PUBLICADO,"LOPES-SILVA, JÚLIA B.| Ricardo José de Moura| Vitor Geraldi Haase|","LOPES-SILVA, JÚLIA B.| MOURA, R.| HAASE, V. G.|",| | 2208591466035438|,1| 2| 3|,,,,,,,,,,,,,Capítulo de livro publicado,The Nosological Status of Developmental Dyscalculia,2016,Estados Unidos,Inglês,IMPRESSO,,NAO,,,NAO,"Learning Disabilities: Assessment, Management and Challenges",1,1,25.0,9781634858625,Rodney Parsons,1,,New York,Nova Science Publishers,,,,,,,,,,820
820,2389315942867641,1564,CAPITULO-DE-LIVRO-PUBLICADO,Marcus Abilio Gomes Pereira| Natália Guimarães Duarte Sátyro|,"PEREIRA, M. A.| SATYRO, N. G. D.|",2389315942867641| |,1| 2|,,,,,,,,,,,,,Capítulo de livro publicado,Os deputados estaduais mineiros e a apropriação da internet,2016,Brasil,Bretão,IMPRESSO,,NAO,,,NAO,Política e desenvolvimento institucional no legislativo de Minas Gerais,1,1,,999999999999X,Manoel Leonardo Santos; Fátima Anastasia,1,1.0,Belo Horizonte,Editora PUC-MINAS,,,,,,,,,,821
821,2389315942867641,3507,CAPITULO-DE-LIVRO-PUBLICADO,Marcus Abilio Gomes Pereira| Pedro Perini Santos|,"PEREIRA, M. A.| SANTOS, P. P.|",2389315942867641| |,1| 2|,,,,,,,,,,,,,Capítulo de livro publicado,Violência coletiva e o Facebook - Os protestos de junho de 2013 no Brasil,2016,Brasil,Bretão,IMPRESSO,,NAO,,,NAO,"Democracia digital Publicidade, instituições e confronto político",1,1,509.0,9788542301,Ricardo Fabrino Mendonça; Marcus Abílio Gomes Pereira; Fernando de Barros Filgueiras,1,,Belo Horizonte,EDITORA UFMG,2018-08-02T21:07:54.294Z,,,,,,,,,822
822,2389315942867641,3508,CAPITULO-DE-LIVRO-PUBLICADO,"MENDONÇA, R.F.| Marcus Abilio Gomes Pereira|","MENDONÇA, R.F.| PEREIRA, M. A.|",| 2389315942867641|,1| 2|,,,,,,,,,,,,,Capítulo de livro publicado,Dilemas na apropriação das TICs pela ALMG: uma análise sobre a percepção dos gestores,2016,Brasil,Português,IMPRESSO,,NAO,,,NAO,"Democracia digital, comunicação política e redes: teoria e prática.",1,163,190.0,9788561012861,"SILVA, Sivaldo Pereira da; BRAGATTO, Rachel Callai; SAMPAIO, Rafael Cardoso",1,,Rio de Janeiro,Letra &amp; Imagem,2018-08-02T21:07:54.295Z,,,,,,,,,823
823,2390817113525498,223,CAPITULO-DE-LIVRO-PUBLICADO,Gustavo Silveira Ribeiro|,"RIBEIRO, G. S.|",|,1|,LINGUISTICA_LETRAS_E_ARTES,,Literatura Comparada,,,,,,,,,,Capítulo de livro publicado,"Todos os nomes, o nome - arquivo e violência na cultura latino-americana contemporânea",2016,Brasil,Português,IMPRESSO,,SIM,,,NAO,Toda a orfandade do mundo - escritos sobre Roberto Bolaño,,45,64.0,9788566786422,"RIBEIRO,Gustavo Silveira; PEREIRA, Antonio Marcos",1,,Belo Horizonte,Belo Horizonte,2018-08-02T21:03:31.948Z,,,,,,,,,824
824,2390817113525498,3509,CAPITULO-DE-LIVRO-PUBLICADO,Gustavo Silveira Ribeiro| Antonio Marcos Pereira|,"RIBEIRO, G. S.| PEREIRA, Antonio Marcos|",| |,1| 2|,LINGUISTICA_LETRAS_E_ARTES,,Literatura Comparada,,LINGUISTICA_LETRAS_E_ARTES,Letras,Literaturas Estrangeiras Modernas,,,,,,Capítulo de livro publicado,Bolaño no Brasil,2016,Brasil,Português,IMPRESSO,,NAO,,,NAO,Toda a orfandade do mundo - escritos sobre Roberto Bolaño,,13,16.0,9788566786422,"RIBEIRO, Gustavo Silveira; PEREIRA, Antonio Marcos",1,,Belo Horizonte,Relicário Edições,2018-08-02T21:07:54.296Z,,,,,,,,,825
825,2392105638416116,3510,CAPITULO-DE-LIVRO-PUBLICADO,Uende Aparecida Figueiredo Gomes| Léo Heller|,"GOMES, U. A. F.| HELLER, l.|",| 8256254118036403|,1| 2|,,,,,,,,,,,,,Capítulo de livro publicado,Participação em saneamento por meio de conselhos gestores: controle social ou legitimação política?,2016,Brasil,Português,IMPRESSO,,NAO,,,NAO,"Participação e controle social em saneamento básico: conceitos, potencialidades e limites",1,115,132.0,9788542301588,Léo Heller; Marluce Martins de Aguiar; Sonaly Cristina Resende,1,1.0,Belo Horizonte,UFMG,2018-08-02T21:07:54.296Z,,,,,,,,,826
826,2392105638416116,3511,CAPITULO-DE-LIVRO-PUBLICADO,Uende Aparecida Figueiredo Gomes| Léo Heller|,"GOMES, U. A. F.| HELLER, l.|",| 8256254118036403|,1| 2|,,,,,,,,,,,,,Capítulo de livro publicado,Caminhos e descaminhos da participação social nas ações de saneamento básico em áreas de vilas e favelas,2016,Brasil,Português,NAO_INFORMADO,,NAO,,,NAO,"Participação e controle social em saneamento básico: conceitos, potencialidades e limites",1,295,316.0,9788542301588,Léo Heller; Marluce Martins de Aguiar; Sonaly Cristina Resende,1,1.0,Belo Horizonte,UFMG,2018-08-02T21:07:54.297Z,,,,,,,,,827
827,2392230899249224,935,CAPITULO-DE-LIVRO-PUBLICADO,"Vinícius Wellington Coelho de Morais| Souza, Fernanda S. H.| MATEUS, GERALDO R.|","MORAIS, VINICIUS| Souza, Fernanda S. H.| MATEUS, GERALDO R.|",| | 6289602045034353|,1| 2| 3|,,,,,,,,,,,,,Capítulo de livro publicado,"Optimization Problems, Models, and Heuristics in Wireless Sensor Networks",2016,Brasil,Português,NAO_INFORMADO,http://link.springer.com/10.1007/978-3-319-07153-4_53-1,NAO,10.1007/978-3-319-07153-4_53-1,,NAO,Handbook of Heuristics,,1,21.0,9783319071534,Rafael Martí; Pardalos Panos; Mauricio G.C. Resende,.,,,Springer International Publishing,,,,,,,,,,828
828,2396184188116499,224,CAPITULO-DE-LIVRO-PUBLICADO,Leandro Rodrigues Lage|,"LAGE, L. R.|",2396184188116499|,1|,,,,,,,,,,,,,Capítulo de livro publicado,"O controverso testemunho do não vivido: Fragmentos, de B. Wilkomirski",2016,Brasil,Português,IMPRESSO,http://150.164.100.248/vivavoz/,NAO,,,NAO,"Sobre imagens, memórias e esquecimentos",1,71,89.0,9788577582747,"VIEIRA, Elisa Maria Amorim",1,1.0,Belo Horizonte,Viva Voz,2018-08-02T21:03:31.949Z,,,,,,,,,829
829,2401031591125949,225,CAPITULO-DE-LIVRO-PUBLICADO,Andréa Máris Campos Guerra|,"GUERRA, A. M. C.|",|,1|,,,,,,,,,,,,,Capítulo de livro publicado,"O ECA, o Estado e a Sociedade: desafios à cidadania positiva",2016,Brasil,Português,VARIOS,http://site.cfp.org.br/wp-content/uploads/2016/08/CFP_Livro_ECA-web.pdf,NAO,,,NAO,"Estatuto da Criança e do Adolescente: refletindo sobre sujeitos, direitos e responsabilidades",,220,234.0,9788589208741,"MOREIRA, J.O.; SALUM, M.J.G.; OLIVEIRA, R.T.",1,,Brasília,Conselho Federal de Psicologia,2018-08-02T21:03:31.949Z,,,,,,,,,830
830,2401031591125949,3512,CAPITULO-DE-LIVRO-PUBLICADO,Andréa Máris Campos Guerra| Fabio Santos Bispo| Marcelo Fonseca Gomes de Souza|,"GUERRA, A. M. C.| BISPO, F. S.| SOUZA, M. F. G.|",| | |,1| 2| 3|,,,,,,,,,,,,,Capítulo de livro publicado,"Violência, Lei e Norma: ilhas de simbólico no vasto oceano do Real",2016,Brasil,Português,IMPRESSO,,NAO,,,NAO,Violência(s): Diálogos com a psicanálise,,79,98.0,9788544410974,"MOREIRA, J.O.; NETO, F.K.; ROSÁRIO, A.B.",1,,Curitiba,CRV,2018-08-02T21:07:54.353Z,,,,,,,,,831
831,2401031591125949,226,CAPITULO-DE-LIVRO-PUBLICADO,Andréa Máris Campos Guerra|,"GUERRA, A. M. C.|",|,1|,,,,,,,,,,,,,Capítulo de livro publicado,"A psicanálise e as redes sociais nas medidas socioeducativas e protetivas: capturas, fluxos e outras modalizações",2016,Brasil,Português,IMPRESSO,,NAO,,,NAO,Redes de atenção Integral à infância e juventude,,49,,9788538602798,"PALOMBINI, A.L.;TOROSSIAN, S.D.; FIGUEIREDO, A.C.C.; GUERRA, A.M.C.",1,,Porto Alegre,Editora da UFRGS,2018-08-02T21:03:31.950Z,,,,,,,,,832
832,2401031591125949,227,CAPITULO-DE-LIVRO-PUBLICADO,Andréa Máris Campos Guerra|,"GUERRA, ANDRÉA MARIS CAMPOS|",|,1|,,,,,,,,,,,,,Capítulo de livro publicado,Uma hipótese teórico-clínica sobre a errância,2016,Brasil,Bretão,IMPRESSO,,NAO,,,NAO,"Errâncias, adolescências e outras estações",,199,207.0,9788563061058,"Benfica, A.; Caldas, H.; Boechat, C.",1,,Belo Horizonte,EBP,2018-08-02T21:03:31.950Z,,,,,,,,,833
833,2409972030249524,3513,CAPITULO-DE-LIVRO-PUBLICADO,Leandro Alves Do Carmo| Mauro Rodrigues|,"CARMO, L. A.| RODRIGUES, M.|",| 2910529710363813|,1| 2|,LINGUISTICA_LETRAS_E_ARTES,,Música,,LINGUISTICA_LETRAS_E_ARTES,Artes,Música Popular,,LINGUISTICA_LETRAS_E_ARTES,Artes,Performance Musical,,Capítulo de livro publicado,"CARMO. Leandro; RODRIGUES. Mauro. (2016) Policordes em Francisca de Toninho Horta. Diálogos Musicais da Pós: Práticas de Performance. n.1. Belo Horizonte: UFMG, Selo Minas de Som. p.68-77.",2016,Brasil,Português,OUTRO,,SIM,,,NAO,Diálogos da Pós: Práticas de Performance,01,68,77.0,9878560488117,Fausto Borém; Luciana Monteiro de Castro,01,1.0,Belo Horizonte,Selo Minas de Som / UFMG,2018-08-02T21:07:54.354Z,,,,,,,,,834
834,2616665500018369,3537,CAPITULO-DE-LIVRO-PUBLICADO,Roseni Rosângela de Sena| Tatiana Silva Tavares| Ricardo Luiz Narciso Moebus| Kênia Lara Silva| Wellington Domingues Tibério|,"SENA, Roseni Rosângela de| TAVARES, T.S.| MOEBUS, R. L. N.| SILVA, K. L.| TIBERIO, W. D.|",9343857731767482| 1500960795764155| | | |,1| 2| 3| 4| 5|,,,,,,,,,,,,,Capítulo de livro publicado,A vida secreta dos beija-flores: esboço para um roteiro,2016,Brasil,Português,NAO_INFORMADO,,NAO,,,NAO,Avaliação compartilhada do cuidado em saúde: surpreendendo o instituído nas redes,1,54,58.0,9788562987199,Emerson Elias Merhy,1,,Rio de Janeiro,Hexis,2018-08-02T21:07:54.371Z,,,,,,,,,835
835,2616665500018369,1612,CAPITULO-DE-LIVRO-PUBLICADO,Alzira de Oliveira Jorge| Kênia Lara Silva| Ricardo Luiz Narciso Moebus| Roseni Rosângela de Sena| Daniel Emílio da Silva Almeida| Mônica Garcia Pontes| Roseli da Costa Oliveira|,"JORGE, A.O.| SILVA, K. L.| MOEBUS, R. L. N.| SENA, Roseni Rosângela de| ALMEIDA, D. E. S.| PONTES, M. G.| OLIVEIRA, R. C.|",7900681792287383| | | 9343857731767482| | | |,1| 2| 3| 4| 5| 6| 7|,,,,,,,,,,,,,Capítulo de livro publicado,A pesquisa RAC MG e interferências no território de BH,2016,Brasil,Português,NAO_INFORMADO,,NAO,,,NAO,Avaliação compartilhada do cuidado em saúde: surpreendendo o instituído nas redes,2,198,209.0,9788562987205,Emerson Elias Merhy; Laura Camargo Macruz Feuerwerker; Débora Cristina Bertussi,1,,Rio de Janeiro,Hexis,,,,,,,,,,836
836,2616665500018369,3538,CAPITULO-DE-LIVRO-PUBLICADO,Kênia Lara Silva| Roberta Viegas Magalhães| Vinicius Lana Ferreira| Danielle Capistrano|,"SILVA, K. L.| MAGALHÃES, R.V.| FERREIRA, V. L.| CAPISTRANO, D.|",| | | |,1| 2| 3| 4|,,,,,,,,,,,,,Capítulo de livro publicado,Sofia e tantas outras mulheres usuárias de crack e seus filhos: quando a (in)capacidade de gerir sua própria vida afeta a produção do cuidado,2016,Brasil,Português,NAO_INFORMADO,,NAO,,,NAO,Avaliação compartilhada do cuidado em saúde: surpreendendo o instituído nas redes,2,292,307.0,9788562987205,Emerson Elias Merhy; Laura Camargo Macruz Feuerwerker; Débora Cristina Bertussi,1,,Rio de Janeiro,Hexis,2018-08-02T21:07:54.373Z,,,,,,,,,837
837,2616665500018369,1222,CAPITULO-DE-LIVRO-PUBLICADO,Ana Carolina Amaral de Castro Hadad| Ana Cristina Magalhães Mesquita| Alzira de Oliveira Jorge| Clarissa Terenzi Seixas| Kênia Lara Silva|,"HADAD, A. C. A. C.| MESQUITA, A. C. M.| JORGE, A.O.| SEIXAS, Clarissa Terenzi| SILVA, KENIA LARA|",| | 7900681792287383| 1559068124575826| |,1| 2| 3| 4| 5|,,,,,,,,,,,,,Capítulo de livro publicado,A experiência de utilização da metodologia do usuário-guia em vítimas de trauma a partir da perspectiva dos trabalhadores de saúde e usuários,2016,Brasil,Português,NAO_INFORMADO,,NAO,,,NAO,Promoção da saúde: autonomia e mudança,,105,115.0,9788584500161,Elza Machado de Melo; Jandira Maciel da Silva; Marco Akerman; Soraya Almeida Belisário,1,,Belo Horizonte,Folium,,,,,,,,,,838
838,2616665500018369,3539,CAPITULO-DE-LIVRO-PUBLICADO,Kênia Lara Silva| Ricardo Luiz Narciso Moebus| Vinicius Lana Ferreira|,"SILVA, K. L.| MOEBUS, R. L. N.| FERREIRA, V. L.|",| | |,1| 2| 3|,,,,,,,,,,,,,Capítulo de livro publicado,Sobre e sob o território: entre a delimitação e a desterritorialização na produção do cuidado,2016,Brasil,Português,NAO_INFORMADO,,NAO,,,NAO,Avaliação compartilhada do cuidado em saúde: surpreendendo o instituído nas redes,2,91,95.0,9788562987199,Emerson Elias Merhy,1,,Rio de Janeiro,Hexis,2018-08-02T21:07:54.374Z,,,,,,,,,839
839,2633344581699793,245,CAPITULO-DE-LIVRO-PUBLICADO,João Alberto de Almeida|,"ALMEIDA, J. A.|",2633344581699793|,1|,CIENCIAS_SOCIAIS_APLICADAS,,Direito Privado,Direito Processual Civil,,,,,,,,,Capítulo de livro publicado,Provas em Espécie,2016,Brasil,Português,IMPRESSO,,NAO,,,NAO,Processo Civil Brasileiro - Novos Rumos a partir do CPC/2015,1,153,163.0,9788538404477,Humberto Theodoro Júnior,1,,Belo Horizone,Del Rey,2018-08-02T21:03:31.963Z,,,,,,,,,840
840,2633344581699793,3540,CAPITULO-DE-LIVRO-PUBLICADO,João Alberto de Almeida| Fernando Gonzaga Jayme|,"ALMEIDA, J. A.| JAYME, F. G.|",2633344581699793| |,1| 2|,CIENCIAS_SOCIAIS_APLICADAS,,Direito Privado,Direito Processual Civil,,,,,,,,,Capítulo de livro publicado,Da Audiência de Instrução e Julgamento,2016,Brasil,Português,IMPRESSO,,NAO,,,NAO,Comentários ao Código de Processo Civil,1,531,547.0,9788502635579,"STRECK, Lênio Luiz; NUNES, Dierle; CUNHA, Leonardo",1,,São Paulo,Saraiva,2018-08-02T21:07:54.374Z,,,,,,,,,841
841,2633860294735547,3541,CAPITULO-DE-LIVRO-PUBLICADO,Fernando Antônio Mauad de Abreu| Paulo José Campos Couto Filho| Fábio Eduardo Calvo Mardegan| Bárbara Alvarenga Freitas| Maurício Greco Côsso| Jamil Awad Shibli| Elton Gonçalves Zenóbio|,"ABREU, F.A.M.| COUTO FILHO, P. J. C.| MARDEGAN, F. E. C.| FREITAS, B. A.| COSSO, M. G.| SHIBLI, J. A.| ZENOBIO, E. G.|",| | | | | | |,1| 2| 3| 4| 5| 6| 7|,CIENCIAS_DA_SAUDE,,Implantodontia,,,,,,,,,,Capítulo de livro publicado,HISTOFISIOLOGIA DA REGENERAÇÃO TECIDUAL NA CAVIDADE ORAL,2016,Brasil,Português,NAO_INFORMADO,,NAO,,,NAO,REGENERAÇÃO TECIDUAL: O QUE REALMENTE SABEMOS?,1,29,39.0,9788564761162,Jamil Awad Shibli; Elton Gonçalves Zenóbio; Sérgio Jorge Jayme; Sérgio Luís Scombatti de Souza,1a,,São Paulo (SP),VW Cultural,2018-08-02T21:07:54.375Z,,,,,,,,,842
842,2633860294735547,3542,CAPITULO-DE-LIVRO-PUBLICADO,Elton Gonçalves Zenóbio| Fernando Antônio Mauad de Abreu| Roberta Paula Colen Bustamente| Bruno César Ladeira Vidigal| Maurício Greco Côsso| Jefferson T. Pires| Sérgio Jorge Jayme| Jamil Awad Shibli|,"ZENOBIO, E. G.| ABREU, F.A.M.| BUSTAMENTE, R. P. C.| VIDIGAL, B. C. L.| COSSO, M. G.| PIRES, J. T.| JAYME, S. J.| SHIBLI, J. A.|",| | | | | | | |,1| 2| 3| 4| 5| 6| 7| 8|,CIENCIAS_DA_SAUDE,,Implantodontia,,,,,,,,,,Capítulo de livro publicado,FATORES DETERMINANTES DO SUCESSO CLÍNICO DA REGENERAÇÃO TECIDUAL,2016,Brasil,Português,IMPRESSO,,NAO,,,NAO,REGENERAÇÃO TECIDUAL: O QUE REALMENTE SABEMOS?,1,40,55.0,9788564761162,Jamil Awad Shibli; Elton Gonçalves Zenóbio; Sérgio Jorge Jayme; Sérgio Luís Scombatti de Souza,1a,,São Paulo (SP),VW Cultural,2018-08-02T21:07:54.375Z,,,,,,,,,843
843,2633860294735547,3543,CAPITULO-DE-LIVRO-PUBLICADO,Elton Gonçalves Zenóbio| Maurício Greco Côsso| Mário Nazareno Favato| Leandro Junqueira de Oliveira| Fernando Antônio Mauad de Abreu| Jamil Awad Shibli|,"ZENOBIO, E. G.| COSSO, M. G.| FAVATO, M. N.| OLIVEIRA, L. J.| ABREU, F.A.M.| SHIBLI, J. A.|",| | | | | |,1| 2| 3| 4| 5| 6|,CIENCIAS_DA_SAUDE,,Implantodontia,,,,,,,,,,Capítulo de livro publicado,REGENERAÇÃO DO REBORDO ALVEOLAR POSTERIOR - TÉCNICAS CIRÚRGICAS PARA AUMENTO ÓSSEO ALVEOLAR DA MAXILA E MANDÍBULA POSTERIOR.,2016,Brasil,Português,IMPRESSO,,NAO,,,NAO,REGENERAÇÃO TECIDUAL: O QUE REALMENTE SABEMOS?,1,192,213.0,9788564761162,Jamil Awad Shibli; Elton Gonçalves Zenóbio; Sérgio Jorge Jayme; Sérgio Luís Scombatti de Souza,1a,,São Paulo (SP),VW Cultural,2018-08-02T21:07:54.376Z,,,,,,,,,844
844,2643394307675713,246,CAPITULO-DE-LIVRO-PUBLICADO,Guilherme de Sá Meneghin|,"MENEGHIN, G. S.|",2643394307675713|,1|,CIENCIAS_SOCIAIS_APLICADAS,,Direito Público,Direito Penal,CIENCIAS_SOCIAIS_APLICADAS,Direito,Direito Público,Direito Processual Penal,CIENCIAS_SOCIAIS_APLICADAS,Direito,Criminologia,,Capítulo de livro publicado,O crime organizado no século XXI: o funcionamento e nova estrutura das organizações criminosas como um desafio ao Direito Penal,2016,Brasil,Português,IMPRESSO,http://www.livrariadplacido.com.br/limites-ao-poder-punitivo-dialogos-na-ciencia-penal-contemporanea.html,SIM,,,NAO,Limites ao poder punitivo: diálogos na ciência penal contemporânea,1,133,162.0,9788584252343,Luíz Augusto Sanzo Brodt; Flávia Siqueira,1ª,,Belo Horizonte/MG,D'Plácido,2018-08-02T21:03:31.964Z,,,,,,,,,845
845,2646291847306206,3544,CAPITULO-DE-LIVRO-PUBLICADO,Diego Omar da Silveira| Isabel Cristina Leite| Mario Ayala|,"SILVEIRA, Diego Omar| LEITE, I. C.| AYALA, Mario|",| | |,1| 2| 3|,CIENCIAS_HUMANAS,,História da América,,,,,,,,,,Capítulo de livro publicado,"Os estudos latino-americanos no Cone Sul: novos objetos, novas dimensões, novas temporalidades",2016,Brasil,Português,IMPRESSO,http://www.finotracoeditora.com.br/,NAO,,,NAO,"Questões de América Latina Contemporânea: novos objetos, novas dimensões, novas temporalidades",,19,28.0,9788580542875,"Diego Omar da Silveira, Isabel Leite e Mario Ayala",1º,,Belo Horizonte - MG,Fino Traço,2018-08-02T21:07:54.377Z,,,,,,,,,846
846,2646291847306206,247,CAPITULO-DE-LIVRO-PUBLICADO,Diego Omar da Silveira|,"SILVEIRA, Diego Omar|",|,1|,CIENCIAS_HUMANAS,,História da América,História da Igreja Católica na América Latina,,,,,,,,,Capítulo de livro publicado,Historia Liberationis: as transformações no catolicismo latino-americano e sua relação com a proposta historiográfica do Cehila nos anos 1970,2016,Brasil,Português,IMPRESSO,http://www.finotracoeditora.com.br/,NAO,,,NAO,"Questões de América Latina Contemporânea: novos objetos, novas dimensões, novas temporalidades",,217,232.0,9788580542875,"Diego Omar da Silveira, Isabel Leite e Mario Ayala",1º,,Belo Horizonte - MG,Fino Traço,2018-08-02T21:03:31.965Z,,,,,,,,,847
847,2653461047567152,3545,CAPITULO-DE-LIVRO-PUBLICADO,Marcelo Vieira| Manoel Leonardo Wanderley Duarte Santos|,"VIEIRA, M.| SANTOS, Manoel Leonardo|",| |,1| 2|,,,,,,,,,,,,,Capítulo de livro publicado,"Escola do Legislativo da Assembleia Legislativa de Minas Gerais: capacitação, competência política e tendências (2003/2012)",2016,Brasil,Português,NAO_INFORMADO,,NAO,,,NAO,Política e Desenvolvimento Institucional no Legislativo de Minas Gerais,1,415,430.0,9788582290408,"SANTOS, Manoel Leonardo; ANASTASIA, Fátima",1,1.0,Belo Horizonte,Editora PUC/Minas,2018-08-02T21:07:54.377Z,,,,,,,,,848
848,2658762200370578,1622,CAPITULO-DE-LIVRO-PUBLICADO,Frederico Duarte Garcia| Michelle da Costa Ralil|,"Garcia, F.D.| RALIL, M. C.|",| 5462572775318105|,1| 2|,,,,,,,,,,,,,Capítulo de livro publicado,Conceito de vulnerabilidade e sua aplicação nos transtornos do uso de drogas.,2016,Brasil,Português,NAO_INFORMADO,,NAO,,,NAO,Vulnerabilidades e o uso de drogas,1,19,20.0,9788566115765,Frederico Duarte Garcia; Michelle da Costa Ralil; Lívia Pires Guimarães; Maila de Castro Lourenço da Neves,1,1.0,Belo Horizonte,3i Editora,,,,,,,,,,849
849,2658762200370578,1623,CAPITULO-DE-LIVRO-PUBLICADO,Michelle da Costa Ralil| Diego Peixoto de Souza| Fabiana Paula Bueno Silva| Natalia Ribeiro Notaro| Frederico Duarte Garcia|,"RALIL, M. C.| SOUZA, D. P.| SILVA, F. P. B.| NOTARO, N. R.| Garcia, F.D.|",5462572775318105| 7460438760564833| 6730220631425973| 0521579743240489| |,1| 2| 3| 4| 5|,,,,,,,,,,,,,Capítulo de livro publicado,Epidemiologia da vulnerabilidade associada ao uso de drogas,2016,Brasil,Português,VARIOS,,NAO,,,NAO,Vulnerabilidades e o uso de drogas,1,29,36.0,9788566115765,Frederico Duarte Garcia; Michelle da Costa Ralil; Lívia Pires Guimarães; Maila de Castro Lourenço da Neves,1,1.0,Belo Horizonte,3i Editora,,,,,,,,,,850
850,2658762200370578,1624,CAPITULO-DE-LIVRO-PUBLICADO,Michelle da Costa Ralil| Marianne Leal| Nathalie Fantoni| Leonardo Alves| Frederico Duarte Garcia|,"RALIL, M. C.| LEAL, M.| FANTONI, N.| ALVES, L.| Garcia, F.D.|",5462572775318105| 6792750824787880| 4325593757920003| | |,1| 2| 3| 4| 5|,,,,,,,,,,,,,Capítulo de livro publicado,População em situação de rua e vulnerabilidade,2016,Brasil,Português,VARIOS,,NAO,,,NAO,Vulnerabilidades e o uso de drogas,1,173,183.0,9788566115765,Frederico Duarte Garcia; Michelle da Costa Ralil; Lívia Pires Guimarães; Maila de Castro Lourenço da Neves,1,1.0,Belo Horizonte,3i Editora,,,,,,,,,,851
851,2658762200370578,1099,CAPITULO-DE-LIVRO-PUBLICADO,Julia Machado Khoury| Marco Antonio Valente Roque| Daniela Alves de Brito Queiroz| Fabricio de Araújo Moreira| Frederico Duarte Garcia|,"KHOURY, J. M.| ROQUE, M. A. V.| QUEIROZ, D. A. B.| MOREIRA, F. A.| Garcia, F.D.|",0359385870834508| 9324924132680285| 8201198822660410| 9762674962145732| |,1| 2| 3| 4| 5|,,,,,,,,,,,,,Capítulo de livro publicado,Canabidiol em psiquiatria,2016,Brasil,Português,VARIOS,,NAO,,,NAO,PROPSIQ Programa de Atualização em Psiquiatria: Ciclo 5.,,107,125.0,9788583228110,Antonio Nardi; Antonio Geraldo Silva; J L Quevedo,4,,Porto Alegre,Artmed,,,,,,,,,,852
852,2658762200370578,1097,CAPITULO-DE-LIVRO-PUBLICADO,"Julia Machado Khoury| André Augusto Correia de Freitas| Marco Antonio Valente Roque| NEVES, MAILA CASTRO LOURENÇO DAS| Frederico Duarte Garcia|","KHOURY, J. M.| FREITAS, A. A. C.| ROQUE, M. A. V.| NEVES, MAILA CASTRO LOURENÇO DAS| Garcia, F.D.|",0359385870834508| 8025625202858553| 9324924132680285| 8557522316676339| |,1| 2| 3| 4| 5|,,,,,,,,,,,,,Capítulo de livro publicado,Transtornos relacionados ao uso de opioides.,2016,Brasil,Português,VARIOS,,NAO,,,NAO,Propsiq: programa de atualização em psiquiatria: ciclo 6,1,9,36.0,9788583229209,Associação Brasileira de Psiquiatria; Antonio Nardi; Antonio Geraldo Silva; J L Quevedo,1,,Porto Alegre,Artmed Panamericana Editora,,,,,,,,,,853
